name,grants_url,homepage,priority,canada_eligible,canada_confidence,career_stage_eligible,research_fit_score,research_fit_notes,tags,notes,deadline_hint,paper_count
Pfizer,https://www.pfizer.com/science/funding-grants,https://www.pfizer.com/,low,True,medium,,2,"Pfizer's primary focus is pharmaceutical research, drug development, and biomedical science. The applicant's work in ecological restoration, prairie conservation, social-ecological systems, and translational ecology has minimal overlap with typical Pfizer funding priorities. AI-assisted methods and knowledge mobilization could be tangentially relevant if applied to health/biomedical contexts, but the core research portfolio is misaligned.",funding; ecology; canada-eligible,"Pfizer is unlikely to be a strong fit given the applicant's focus on ecological restoration and prairie conservation rather than pharmaceutical or biomedical research. Monitor only if Pfizer announces environment, sustainability, or One Health initiatives that explicitly include conservation ecology.",,2
Jacobs Foundation,https://www.jacobsfoundation.org/call-for-proposals,https://www.jacobsfoundation.org,low,True,medium,,2,"Jacobs Foundation primarily focuses on child development, education, and learning outcomes. Applicant's work in ecological restoration, grassland conservation, and social-ecological systems has limited overlap. Some potential fit through knowledge mobilization and community engagement methods, but core research areas (prairie conservation, translational ecology) do not align with foundation's education/child development mandate.",funding; ecology; canada-eligible,"While Canadians likely can apply to Jacobs Foundation, the applicant's research focus on ecological restoration and conservation is a poor fit for a foundation primarily committed to child development and education. Not recommended unless foundation has recently expanded scope.",,2
Ford Foundation,https://www.fordfoundation.org/work/our-grants/,https://www.fordfoundation.org/,low,True,medium,,2,"The page provides no substantive information about funding priorities, themes, or research areas. Ford Foundation's broader mission focuses on social justice, peace, and inclusive economies—only tangentially related to ecological restoration, prairie conservation, and AI-assisted evidence synthesis. The applicant's community engagement and knowledge mobilization elements may align with Ford's social focus, but ecological restoration is not a traditional Ford Foundation priority area.",funding; ecology; canada-eligible,"The provided funding page is a general grants landing page with no specific program details, eligibility criteria, or thematic focus areas. Recommend visiting Ford Foundation's specific grant programs (e.g., Environment, Climate, or Agriculture initiatives) to assess true fit; ecological restoration may fall outside core priorities despite international reach.",Page invites submissions via 'short online form' but no specific deadlines or active calls are visible in the provided content.,2
British Council,https://www.britishcouncil.org/funding,https://www.britishcouncil.org,low,True,medium,,2,"British Council typically focuses on UK-international partnerships, development, cultural exchange, and education. The applicant's work in ecological restoration, AI-assisted evidence synthesis, and prairie grassland conservation has limited alignment with typical British Council priorities unless the call specifically targets environmental sustainability or North American partnerships.",funding; ecology; canada-eligible,"Without page content, recommendation is uncertain, but British Council programs rarely prioritize postdoc-to-faculty transitions in ecological restoration unless explicitly designed for Canada-UK research collaboration. Monitor for environment-specific calls.",,1
Wenner-Gren Foundation,https://www.wennergren.org/grants-fellowships,https://www.wennergren.org,low,True,high,True,2,"Wenner-Gren Foundation focuses on anthropological research. While the applicant's work on social-ecological systems, landowner engagement, and knowledge mobilization has anthropological dimensions, the primary research identity is ecological restoration and AI-assisted evidence synthesis rather than core anthropology. Prairie grassland conservation and causal inference methods are not typical anthropological foci. Limited disciplinary alignment.",funding; ecology; canada-eligible,"While Canadian eligibility is strong and career stage is likely acceptable, the research focus on ecological restoration and AI methods is a poor match for an anthropology-focused funder. Applicant should prioritize ecology, environmental science, or interdisciplinary funders with explicit interest in conservation and AI applications.",Page shows 'Grants and Fellowships' menu but does not display active calls or specific deadlines in the truncated content provided.,1
Yale-NUS College,https://www.yale-nus.edu.sg,,low,True,medium,,3,"Moderate fit: applicant's work in ecological restoration, social-ecological systems, and translational ecology aligns with potential environmental/sustainability focus. However, AI-assisted evidence synthesis and LLM methods may be tangential to typical Yale-NUS priorities. Strong fit if funder emphasizes Asia-Pacific ecology or Singapore-relevant conservation; weak fit if focused purely on Yale or North American research.",funding; ecology; canada-eligible,Limited information suggests Yale-NUS College may prioritize Singapore/Asia-Pacific or US-based researchers. The applicant's Canadian profile and research focus on North American prairie grasslands and landowner engagement suggest misalignment with this institution's likely geographic and thematic priorities. Monitor if funder explicitly opens international calls.,,1
Aarhus Universitets Forskningsfond,https://www.au.dk,,low,True,medium,,2,"The applicant's work in ecological restoration, prairie conservation, and social-ecological systems has potential relevance to environmental research. However, without visible funder scope details, alignment is unclear. The heavy emphasis on AI-assisted methods and knowledge mobilization may or may not match the funder's priorities. No evidence of focus on Canadian grasslands or North American contexts.",funding; ecology; canada-eligible,"Insufficient page content to assess this Danish university research fund properly. No active call, eligibility criteria, research scope, or deadline information visible. Recommend sourcing the full funding guidelines directly from Aarhus Universitet before investing application effort.",,1
Arnold and Mabel Beckman Foundation,https://www.beckman-foundation.org/grant-programs,https://www.beckman-foundation.org,low,True,medium,True,2,"Beckman Foundation primarily supports fundamental research in chemistry, life sciences, and related fields, with emphasis on instrumentation and methods development. Applicant's work in ecological restoration, social-ecological systems, and translational ecology has limited alignment. AI-assisted evidence synthesis and LLM methods could be tangentially relevant to their methodological interests, but the foundation rarely funds applied conservation or knowledge mobilization work.",funding; ecology; canada-eligible,"While Canadian eligibility is probable and career stage fits, the Beckman Foundation's focus on fundamental science and instrumentation in chemistry/life sciences does not align well with this applicant's applied ecology, conservation, and social-ecological systems work. Research fit is weak despite methodological innovation potential.",,1
Institut National de la Recherche Agronomique,https://www.inrae.fr/appels-offres,https://www.inrae.fr/,low,True,medium,,4,"Strong alignment with INRA's focus on agricultural and environmental research, particularly ecological restoration, prairie/grassland conservation, and social-ecological systems. AI-assisted evidence synthesis and systematic methods are increasingly relevant to INRA's agenda. Knowledge mobilization and landowner engagement fit well with INRA's translational mission. Primary fit is ecological restoration and conservation; secondary fit in AI/computational methods.",funding; ecology; canada-eligible,"While research areas align well with INRA's scope, this is a French national institute not typically open to independent Canadian applications. Applicant should explore this only if pursuing a postdoc or faculty position within a French/European institution, or if co-applying with a French partner.",,1
"Directorate for Social, Behavioral and Economic Sciences",https://www.nsf.gov/funding/opportunities.jsp,https://www.nsf.gov/sbe/,low,True,medium,,3,"The applicant's work in social-ecological systems, knowledge mobilization, community engagement, and landowner engagement aligns well with SBE's social science focus. However, the heavy emphasis on AI methods (LLMs, ontology development) and ecological restoration may fall outside typical SBE scope, which prioritizes human behavior, policy, and social dimensions over technical/computational approaches or pure ecology.",funding; ecology; canada-eligible,"SBE is primarily a US-focused funder with limited international applicant pathways. The applicant's interdisciplinary profile (ecology + AI + social science) is a partial fit, but the Canadian institutional affiliation and lack of a clear US research partner make this opportunity unlikely to be accessible as a primary applicant.",,1
Japan Society for the Promotion of Science London,https://www.jsps.go.jp/english/e-grants/index.html,https://www.jsps.go.jp/english/,low,True,medium,,3,"Partial overlap. The applicant's core work in ecological restoration, prairie conservation, and social-ecological systems aligns with JSPS's support for natural sciences and applied research. However, the applicant's specific focus on AI-assisted evidence synthesis, LLMs, and knowledge mobilization is less typical for JSPS's traditional ecology funding. The interdisciplinary bridging between ecology, AI, and social science is valuable but may not be a priority area for JSPS based on the general page content.",funding; ecology; canada-eligible,"JSPS KAKENHI is primarily a domestic Japanese funding scheme. While international collaborations are supported, Canadian-based researchers or Canadian institutions are unlikely to be primary applicants. The applicant should verify whether JSPS offers mechanisms for Canadian-Japan collaborative grants or whether they would need a Japanese institutional partner to be eligible.",,1
Leakey Foundation,https://leakeyfoundation.org/apply-for-a-grant/,https://leakeyfoundation.org/,low,True,medium,,3,"Moderate fit. Leakey Foundation focuses on human origins, human evolution, and paleoanthropology. The applicant's ecological restoration, grassland conservation, and landowner engagement work has some overlap with environmental/human-environment research, but the core strength in AI-assisted evidence synthesis and prairie-specific conservation is tangential to Leakey's primary mission. Social-ecological systems framing could be relevant, but not a strong thematic match.",funding; ecology; canada-eligible,"While Canadians are likely eligible to apply to Leakey Foundation, the applicant's research in ecological restoration and AI-assisted evidence synthesis is not a strong fit with the foundation's core focus on human evolution and paleoanthropology. Recommend monitoring for ecology/human-environment themed calls, but prioritize funders more aligned with conservation science and translational ecology.",,1
Soehngen Institute of Anaerobic Microbiology,https://www.siam.ugent.be/,,low,True,medium,,2,"The Soehngen Institute specializes in anaerobic microbiology and microbial ecology. The applicant's work focuses on ecological restoration, grassland conservation, and social-ecological systems with minimal emphasis on microbiology. AI-assisted evidence synthesis and knowledge mobilization methods could have tangential relevance to microbial research communication, but core research areas do not align.",funding; ecology; canada-eligible,Significant disciplinary mismatch between anaerobic microbiology focus and the applicant's ecological restoration/social-ecological systems expertise. Canadian eligibility is plausible but unconfirmed; recommend confirming call details and research scope alignment before investing application effort.,,1
Fisheries and Oceans Canada,https://www.dfo-mpo.gc.ca/about-nous/funding-financement/index-eng.html,https://www.dfo-mpo.gc.ca/,low,True,high,,2,"The applicant's research focuses on terrestrial prairie grassland conservation and ecological restoration in social-ecological contexts. Fisheries and Oceans Canada primarily funds aquatic, marine, and fisheries-related research. While the applicant's methods (causal inference, evidence synthesis, AI tools, knowledge mobilization) are relevant to DFO's work, the terrestrial prairie focus and landowner engagement in grassland conservation represent a significant thematic mismatch with DFO's mandate.",funding; ecology; canada-eligible,"Canadian eligibility likely acceptable, but research fit is weak given DFO's aquatic/marine mandate versus applicant's terrestrial grassland focus. Page inaccessibility prevents detailed assessment; recommend monitoring DFO calls if applicant expands into wetland/aquatic restoration or watershed contexts.",,1
Wissenschaftskolleg zu Berlin,https://www.wiko-berlin.de/en/application/,https://www.wiko-berlin.de/,low,True,medium,True,2,"The applicant's work in ecological restoration, prairie conservation, and social-ecological systems has merit, but Wissenschaftskolleg emphasizes humanities and social sciences with a focus on theoretical, philosophical, and cultural inquiry rather than applied ecological restoration or AI-assisted evidence synthesis. The strong AI and computational methods focus may not align well with the institute's traditional disciplinary strengths.",funding; ecology; canada-eligible,"While the applicant may be technically eligible as an international researcher, the thematic mismatch between applied ecological restoration/AI methods and Wissenschaftskolleg's traditional emphasis on humanistic and social scientific inquiry makes this a low-priority opportunity. The applicant should prioritize ecology-focused or interdisciplinary funders in Canada or internationally.",,1
Fulbright Norway,https://www.fulbright.no/scholarships-for-norwegians,https://www.fulbright.no/,low,True,medium,,2,"Fulbright Norway typically supports research in fields of mutual interest between Canada and Norway (environmental science, natural resource management, sustainability). The applicant's ecological restoration and grassland conservation work could align with Norwegian environmental priorities, but the heavy emphasis on AI-assisted synthesis and knowledge mobilization may not be core to typical Fulbright Norway calls. Prairie grassland conservation is geographically specific to North America and may have limited relevance to Norwegian ecosystems.",funding; ecology; canada-eligible,"While the applicant may technically be eligible as a Canadian researcher, Fulbright Norway programs typically require a Norway-based research component or partner institution, and the applicant's research focus (prairie restoration, North American contexts) has limited geographic relevance to Norway. Monitor only if the applicant develops a Norway-based collaboration.",,1
Instituto Serrapilheira,https://www.serrapilheira.org/en/grants,https://www.serrapilheira.org/,low,True,medium,,3,"Moderate fit. Applicant's ecological restoration, social-ecological systems, and translational ecology work aligns with typical foundation interests in environmental/conservation science. However, applicant's specific focus on prairie grassland conservation and North American landowner engagement may have limited relevance to a Brazilian funder's geographic priorities. AI-assisted evidence synthesis and knowledge mobilization are contemporary methodologies that could appeal.",funding; ecology; canada-eligible,"Without confirmed funding page details and given Instituto Serrapilheira's likely Brazil/Latin America focus, this opportunity is a low priority unless the applicant has regional research relevance or the funder explicitly supports international collaborative research. Monitor for calls explicitly targeting North American researchers.",,1
Institute of Mountain Hazards and Environment,https://imhe.cas.cn/,,low,True,medium,,2,"Funder focus on mountain hazards and environment has limited overlap with applicant's core expertise in prairie grassland restoration, social-ecological systems, and landowner engagement. AI-assisted evidence synthesis and translational ecology could be tangentially relevant if the institute funds methodological innovation, but no clear alignment with mountain hazards specifically.",funding; ecology; canada-eligible,Limited research fit for an applicant specializing in prairie conservation and social-ecological restoration unless the funder has explicit programs in translational ecology or AI methods. Canadian eligibility uncertain without viewing actual funding criteria.,,1
Maj ja Tor Nesslingin Säätiö,https://www.nestling.fi,,low,True,medium,,3,"Moderate overlap: applicant's work in ecological restoration, prairie grassland conservation, and translational ecology aligns with environmental/conservation funding priorities common to Nordic funders. However, the heavy emphasis on AI-assisted methods and knowledge mobilization may be secondary to core conservation focus. Social-ecological systems framing is relevant but Nordic funders often prioritize boreal/northern ecosystems over prairie grasslands.",funding; ecology; canada-eligible,"Without access to funder guidelines and given the Finnish origin of this foundation, Canadian eligibility is uncertain and likely requires institutional partnership or Nordic research focus. Recommend verifying directly with funder before investing application effort. Research fit is moderate but not exceptionally strong.",,1
"Lamont-Doherty Earth Observatory, Columbia University",https://www.ldeo.columbia.edu,,low,True,medium,,3,"Partial overlap. LDEO's core focus is Earth science, climate, oceanography, and geophysics. The applicant's work in ecological restoration, prairie grassland conservation, and social-ecological systems has some environmental relevance, but is not central to LDEO's mission. AI-assisted evidence synthesis and knowledge mobilization are emerging methodologies that may not align with traditional LDEO funding priorities. Translational ecology and landowner engagement are more social/policy-oriented than LDEO's typical scope.",funding; ecology; canada-eligible,"While the applicant may be eligible as a Canadian researcher in some LDEO programs, the research fit is weak; LDEO's Earth science and oceanographic focus does not strongly align with prairie grassland ecology, social-ecological systems, or knowledge mobilization work. Monitor LDEO's collaborative and international initiatives but prioritize funders with explicit interest in ecological restoration and translational ecology.",,1
University of Oxford,https://www.ox.ac.uk/research/funding,https://www.ox.ac.uk,low,True,medium,,3,"Moderate fit. Oxford has strengths in ecology and environmental science, which aligns with the applicant's ecological restoration and grassland conservation work. However, the applicant's specific focus on AI-assisted evidence synthesis, LLMs, and translational ecology to North American prairie systems may not directly match Oxford's core research priorities. Social-ecological systems and knowledge mobilization are relevant but not emphasized areas.",funding; ecology; canada-eligible,"Monitor Oxford's funding schemes if they become available, but this is not a high-priority lead given the geographic mismatch (UK funder, North American research focus) and uncertainty about career-stage fit. Better suited for Canadian or North American funders focused on ecological restoration and translational science.",,1
International Development Research Centre,https://www.idrc.ca/en/funding,https://www.idrc.ca,low,True,medium,,2,"IDRC priorities visible are climate-resilient food systems, global health, education, democratic governance, and sustainable economies—primarily in developing regions. The applicant's work on prairie grassland conservation, ecological restoration, and landowner engagement in Canada has some potential relevance to climate resilience and food systems, but the funder's focus on developing-region research and the applicant's domestic Canadian focus suggest weak alignment. AI-assisted evidence synthesis and knowledge mobilization may be valued, but no specific mention of these in the visible calls.",funding; ecology; canada-eligible,IDRC is a Canadian funder but prioritizes research in developing regions; the applicant's focus on Canadian prairie grassland conservation and domestic landowner engagement appears misaligned with IDRC's geographic and thematic mandate. Monitor for future calls that might align with climate-resilient agriculture or food systems in the Global South.,"Multiple open calls visible: SGCI sub-Saharan Africa (April 30, 2026); International Joint Initiative (March 3, 2026); Canada-Israel Health Research (Feb 25, 2026); Women's Voice/Leadership (Nov 30, 2025); AI in Africa concept notes (Sept 17, 2025); African Adolescents AABLE (Aug 7, 2025).",1
Genome British Columbia,https://www.genomebc.ca/funding,https://www.genomebc.ca,low,True,medium,,2,"Genome BC traditionally focuses on genomics, life sciences, and biotechnology research. The applicant's work in ecological restoration, social-ecological systems, AI-assisted evidence synthesis, and knowledge mobilization has limited genomics components. Prairie grassland conservation and landowner engagement are ecological/social science focused rather than genomic. Some potential overlap if the funder supports conservation genomics or biodiversity projects, but this is tangential at best.",funding; ecology; canada-eligible,Poor fit between applicant's interdisciplinary ecology/AI focus and Genome BC's traditional genomics mandate. Geographic location (Ontario institutions applying to BC funder) further reduces viability. Page truncation prevents full assessment of current opportunities.,,1
Universitetet i Bergen,https://www.uib.no/en/research/funding,https://www.uib.no/,low,True,medium,,3,"Moderate fit. The applicant's work in ecological restoration, social-ecological systems, and prairie grassland conservation aligns with typical environmental science priorities at a Scandinavian research-intensive institution. However, the heavy emphasis on AI-assisted evidence synthesis and knowledge mobilization may not strongly align with traditional ecology funding priorities unless the program explicitly supports methodological innovation or interdisciplinary work. Translation to Norwegian/Nordic context and landowner engagement specifics are unclear.",funding; ecology; canada-eligible,"Without access to the specific funding call details from Universitetet i Bergen, eligibility and fit cannot be confidently assessed. This appears likely to be an institutional or domestic Norwegian program rather than an international call. Applicant should verify Canadian eligibility and career stage fit directly with the funder before investing effort.",,1
Safari Club International Foundation,https://www.scifoundation.org/grants/,https://www.scifoundation.org/,low,True,medium,,2,"Safari Club International Foundation primarily funds wildlife conservation, habitat restoration, and hunting/game species management. Applicant's prairie grassland conservation and ecological restoration have some alignment, but the funder's traditional focus on game species, hunting heritage, and wildlife management does not strongly match the applicant's emphasis on social-ecological systems, landowner engagement, knowledge mobilization, and AI-assisted evidence synthesis. Limited fit with translational ecology and AI methods.",funding; ecology; canada-eligible,"Weak thematic alignment between the funder's traditional wildlife/game conservation mandate and the applicant's interdisciplinary, AI-focused, social-ecological systems approach. While prairie conservation has some relevance, the methodological and topical mismatch suggests this is not a priority opportunity.",,1
Save Our Seas Foundation,https://www.saveourseas.com/grant-programme,https://www.saveourseas.com/,low,True,medium,,2,"Funder focuses on marine/ocean conservation ('Save Our Seas'). Applicant's primary expertise is prairie grassland restoration and social-ecological systems on land. While applicant has translational ecology and knowledge mobilization skills potentially relevant to any conservation domain, there is minimal thematic overlap with marine/ocean ecosystems, which appears central to funder mission.",funding; ecology; canada-eligible,"Significant disciplinary mismatch between applicant's terrestrial grassland focus and funder's apparent marine conservation mission limits strategic fit. Applicant should prioritize funders aligned with ecological restoration, prairie conservation, or land-based social-ecological systems.",,1
Vancouver Foundation,https://www.vancouverfoundation.ca/grants,https://www.vancouverfoundation.ca/,low,True,high,,3,"Moderate fit. Vancouver Foundation typically supports community-based environmental and social initiatives in British Columbia. The applicant's work in ecological restoration, prairie grassland conservation, and landowner engagement aligns with foundation priorities, but the heavy emphasis on AI-assisted evidence synthesis and translational ecology may be less central to typical community foundation funding. Geographic focus on BC may be a limiting factor if applicant's work is not BC-based.",funding; ecology; canada-eligible,"While the applicant is Canadian-eligible and research areas have some overlap with foundation values, the corrupted page prevents full assessment of scope and active calls. Recommend checking Vancouver Foundation's website directly for current funding programs, eligibility criteria, and whether they support academic research (vs. community-based projects) and transitional faculty positions.",,1
Emil Aaltosen Säätiö,https://www.emilaaltosensaatio.fi/,,low,True,medium,,3,"Moderate fit. The applicant's work in ecological restoration, prairie conservation, and landowner engagement aligns with environmental/conservation themes typical of Scandinavian foundations. However, the heavy emphasis on AI-assisted evidence synthesis and LLMs may fall outside typical foundation priorities. Knowledge mobilization and translational ecology are relevant, but the specific focus on Canadian prairie grasslands may be geographically peripheral to a Finnish funder's primary interests.",funding; ecology; canada-eligible,"Without access to the funding page, eligibility and scope are uncertain. Finnish private foundations typically prioritize Nordic/European institutions and may have geographic or thematic restrictions misaligned with this applicant's Canadian base and AI-heavy methodologies. Monitor if foundation publishes international call, but not a priority target.",,1
"Centre for Environment, Fisheries and Aquaculture Science",https://www.cefas.co.uk/our-science/funding-opportunities/,https://www.cefas.co.uk,low,True,medium,,3,"Moderate fit. Cefas focuses on fisheries, aquaculture, and marine/coastal environment science. The applicant's work in prairie grassland ecological restoration, social-ecological systems, and landowner engagement has limited overlap with Cefas's primary marine/fisheries mandate. AI-assisted evidence synthesis and knowledge mobilization methods could be relevant, but the prairie grassland and terrestrial focus is not well-aligned.",funding; ecology; canada-eligible,"Limited fit for this applicant. Cefas is primarily a UK marine/fisheries science funder; Canadian eligibility is uncertain and research focus (prairie grassland conservation, terrestrial social-ecological systems) does not align well with agency mandate. Monitor only if specific international or grassland-related calls emerge.",,1
Smithsonian Tropical Research Institute,https://stri.si.edu/funding-opportunities,https://stri.si.edu,low,True,medium,,2,"STRI focuses on tropical ecology, biodiversity, and conservation in Central/South America and the Caribbean. The applicant's work emphasizes temperate prairie grassland conservation in North America, social-ecological systems, and AI-assisted methods. There is minimal geographic and thematic overlap. STRI may fund translational ecology and knowledge mobilization elements, but the tropical focus and prairie-specific expertise create a significant mismatch.",funding; ecology; canada-eligible,"Geographic mismatch (tropical vs. temperate prairie systems) and unknown active calls make this a low-priority opportunity. Applicant should prioritize funders with explicit temperate grassland or North American conservation focus (e.g., NSERC, provincial funders, CWF).",,1
Australian Academy of Science,https://www.science.org.au/funding-and-grants,https://www.science.org.au,low,True,medium,,3,"Moderate overlap: the applicant's work in ecological restoration, prairie grassland conservation, and landowner engagement aligns with environmental science priorities that Australian funders typically support. However, the specific focus on Canadian prairie grasslands and the heavy emphasis on AI-assisted evidence synthesis and ontology development may be less central to Australian ecology funding priorities. Social-ecological systems and translational ecology are relevant but not obviously focal areas.",funding; ecology; canada-eligible,"Without confirmation of Canadian eligibility or an active open call, this funder is unlikely to be a primary target. Monitor the Australian Academy of Science website for international collaboration programs or early-career researcher schemes that may include Canadian participation.",,1
City University of Hong Kong,https://www.cityu.edu.hk,,low,True,medium,,2,"Limited apparent overlap. CityU Hong Kong's research priorities typically emphasize urban development, engineering, business, and Asia-Pacific regional focus. Applicant's work in North American prairie grassland conservation, landowner engagement, and translational ecology appears geographically and thematically misaligned with typical CityU research areas. AI-assisted methods and ontology development may have some relevance, but the social-ecological systems focus on Canadian contexts is unlikely to match institutional priorities.",funding; ecology; canada-eligible,"Low priority: institutional mission and geographic focus appear misaligned with applicant's prairie grassland and North American social-ecological work. Recommend prioritizing Canadian federal funders (NSERC, SSHRC) and North American research councils more aligned with ecological restoration and knowledge mobilization.",,1
United Soybean Board,https://unitedsoybean.org/checkoff-funding/,https://unitedsoybean.org,low,True,medium,,2,"Minimal overlap. USB primarily funds soybean production, agronomic research, and crop management. Applicant's focus on prairie grassland restoration, social-ecological systems, and general translational ecology diverges significantly from commodity crop research. LLM/AI methods and knowledge mobilization could theoretically apply to agricultural extension, but core research portfolio shows weak alignment with soybean-specific agendas.",funding; ecology; canada-eligible,"Poor research fit between applicant's grassland/ecological restoration focus and US Soybean Board's commodity-crop mandate. Even if Canadian eligibility exists, the thematic mismatch and unknown career-stage alignment make this a low-priority opportunity for this applicant.",,1
Environmental Research and Education Foundation,https://www.erefdn.org/,,low,True,medium,,2,"EREF's stated mission focuses on 'sustainable waste management practices' and 'circular economy,' which does not align well with the applicant's core research areas (ecological restoration, prairie grassland conservation, social-ecological systems, landowner engagement). The applicant's work in translational ecology and knowledge mobilization has some tangential overlap with EREF's education mandate, but the waste management/circular economy focus is a poor disciplinary match.",funding; ecology; canada-eligible,"Poor disciplinary fit between EREF's waste management and circular economy focus and the applicant's ecological restoration and prairie conservation research. While Canadian eligibility cannot be ruled out, the fundamental mismatch in research scope makes this opportunity low priority unless specific EREF programs exist that support ecological restoration work.",,1
Max-Planck-Gesellschaft,https://www.mpg.de/research/funding-opportunities,https://www.mpg.de/,low,True,medium,False,3,"Moderate fit. Max Planck institutes span natural sciences, social sciences, and interdisciplinary work. The applicant's ecological restoration and prairie conservation work aligns with MPS environmental research interests. However, the heavy emphasis on AI-assisted evidence synthesis and knowledge mobilization (translational focus) may be less central to traditional MPS investigator-driven fundamental research. Social-ecological systems work is relevant but not a primary MPS focus area.",funding; ecology; canada-eligible,"While the applicant's interdisciplinary research has merit for MPS, the organization's structure and funding models favor researchers with German/European institutional anchors or established independence. As a Canadian postdoc transitioning to faculty, this applicant should prioritize NSERC, SSHRC, or Canadian foundation schemes better aligned with early-stage faculty development.",,1
Burroughs Wellcome Fund,https://www.bwfund.org/grant-opportunities,https://www.bwfund.org/,low,True,medium,True,2,"BWF primarily funds biomedical and life sciences research (infectious disease, immunology, computational biology, etc.). The applicant's work in ecological restoration, social-ecological systems, and prairie conservation has limited alignment with BWF's core mission. AI-assisted evidence synthesis and causal inference methods may be tangentially relevant to some BWF computational biology initiatives, but the applied conservation and social science focus is not a primary BWF priority.",funding; ecology; canada-eligible,"While the applicant is likely eligible as a Canadian at a North American institution and career stage, the research focus on ecological restoration and social-ecological systems is a poor match for BWF's biomedical and life sciences emphasis. Better opportunities likely exist with Canadian research councils (NSERC) or conservation-focused funders.",,1
Canadian Institutes of Health Research,https://www.cihr-irsc.gc.ca/e/193.html,https://www.cihr-irsc.gc.ca/,low,True,high,True,2,"Applicant's work in ecological restoration, prairie grassland conservation, and social-ecological systems has limited direct alignment with CIHR's health research mandate. However, translational ecology and knowledge mobilization methods show some methodological overlap. AI-assisted evidence synthesis and systematic mapping could be relevant to CIHR's evidence synthesis initiatives, but the core ecological focus is tangential to health research priorities.",funding; ecology; canada-eligible,"While the applicant is Canadian and eligible to apply to CIHR, the research portfolio is fundamentally grounded in ecology and environmental conservation rather than health research. CIHR would be a poor fit unless the applicant reframes work around health dimensions of environmental restoration or seeks health-ecology intersections.",,1
Albert-Ludwigs-Universität Freiburg,https://www.uni-freiburg.de/en/research/research-funding,https://www.uni-freiburg.de/,low,True,medium,,3,"Potential overlap in ecological restoration and evidence synthesis methods, but funder scope unknown. Applicant's AI-assisted evidence synthesis and systematic mapping could align with German research priorities in computational methods. Prairie grassland conservation is geographically distant from likely German foci (Central European ecosystems). Social-ecological systems framing may resonate with German environmental research traditions.",funding; ecology; canada-eligible,Geographic and institutional mismatch (Canadian researcher/institution applying to German university funder) creates significant barriers unless the program explicitly supports international collaboration. Recommend verifying Canadian eligibility and active calls before investing application effort.,,1
University of Adelaide,https://www.adelaide.edu.au/research/funding,https://www.adelaide.edu.au,low,True,medium,,3,"Moderate fit. University of Adelaide likely supports ecological restoration and conservation research, which aligns with the applicant's grassland conservation and ecological restoration focus. However, the applicant's particular emphasis on AI-assisted evidence synthesis, LLMs, and knowledge mobilization may not be core priorities for a traditional ecology-focused Australian institution. Social-ecological systems and landowner engagement are relevant but not uniquely positioned.",funding; ecology; canada-eligible,"Without access to the funding page, this appears to be a lower-priority opportunity. While the applicant is eligible as a Canadian researcher (likely), the career stage eligibility is unknown and the research fit is only moderate. The applicant should prioritize Canadian and North American funders better aligned with their interdisciplinary AI + ecology focus.",,1
Science and Industry Endowment Fund,https://www.sief.org.au/grants,https://www.sief.org.au,low,True,medium,,2,"Funder focuses on science-industry collaboration and applied research translation. Applicant's work in ecological restoration, AI-assisted evidence synthesis, and knowledge mobilization has translational elements, but SIEF typically emphasizes industrial/commercial applications and technology transfer rather than fundamental ecology or conservation science.",funding; ecology; canada-eligible,"Without access to full funding criteria, this appears to be a UK-based science-industry fund with unclear Canadian eligibility and moderate-to-weak research fit. Applicant should verify UK/Canada partnership requirements and industry collaboration expectations before investing application effort.",,1
Young Lives Study,https://www.younglives.org.uk/research/research-opportunities,https://www.younglives.org.uk/,low,True,medium,,2,"Young Lives Study focuses on child poverty and well-being in low- and middle-income countries (Ethiopia, India, Peru, Vietnam). The applicant's research areas (ecological restoration, prairie grassland conservation, landowner engagement) have minimal overlap with Young Lives' social development and poverty focus. Knowledge mobilization and community engagement methods show some tangential alignment, but the substantive mismatch is significant.",funding; ecology; international; canada-eligible,Young Lives Study is unlikely to be a good fit for this applicant's ecological restoration and prairie conservation research agenda. The funder's focus on child poverty in low-income countries in the Global South does not align with the applicant's translational ecology and grassland conservation work in Canada.,,1
International Fund for Agricultural Development,https://www.ifad.org/en/research-and-publications/grants,https://www.ifad.org/,low,True,medium,,3,"Partial overlap: IFAD prioritizes agricultural development, food security, and rural livelihoods in developing regions. The applicant's prairie grassland conservation, landowner engagement, and translational ecology work has relevance to sustainable agriculture and land management. However, IFAD's core focus on poverty reduction and food security in low-income countries does not strongly align with typical Canadian prairie restoration contexts. AI-assisted evidence synthesis and causal inference methods are less central to IFAD's traditional priorities.",funding; ecology; international; canada-eligible,"Monitor for IFAD research calls, but this is unlikely a primary funding target for the applicant's career stage and research focus. IFAD's mandate centers on agricultural development in lower-income countries; Canadian prairie restoration and faculty transition funding are better served by domestic or North American funders.",,1
